,region,yearweek,max_wind,min_wind,avg_wind,max_rain,min_rain,avg_rain,max_snow,min_snow,avg_snow,max_tempmax,min_tempmax,avg_tempmax,max_tempmin,min_tempmin,avg_tempmin
587,New York,201612,4.1,1.7,2.942857142857143,1.5,0.0,0.35714285714285715,13.0,0.0,1.8571428571428572,22.2,10.0,15.085714285714285,8.9,0.0,4.771428571428571
588,New York,201613,5.7,2.2,3.7142857142857144,9.7,0.0,2.371428571428571,0.0,0.0,0.0,26.1,10.0,16.67142857142857,16.1,1.1,6.971428571428572
589,New York,201614,3.7,2.2,3.0,11.9,0.0,2.4714285714285715,0.0,0.0,0.0,14.4,6.1,8.957142857142857,8.9,-3.2,1.3142857142857143
590,New York,201615,3.1,1.3,2.257142857142857,5.1,0.0,0.7714285714285714,0.0,0.0,0.0,23.9,14.4,18.085714285714285,7.2,4.4,6.028571428571429
591,New York,201616,3.4,1.7,2.5714285714285716,4.1,0.0,0.5857142857142856,0.0,0.0,0.0,27.8,20.0,23.114285714285717,16.7,8.3,11.342857142857143
592,New York,201617,3.2,1.8,2.3428571428571425,6.1,0.0,1.6428571428571428,0.0,0.0,0.0,20.6,10.6,15.885714285714286,10.0,7.2,8.171428571428573
593,New York,201618,3.9,1.0,2.6999999999999997,15.5,0.0,4.942857142857143,0.0,0.0,0.0,18.9,11.1,14.37142857142857,10.6,7.2,8.814285714285715
594,New York,201619,2.3,1.1,1.775,6.4,0.0,0.9142857142857144,0.0,0.0,0.0,26.7,15.0,20.942857142857143,13.9,7.8,11.342857142857143
595,New York,201620,2.0,0.6,1.52,2.3,0.0,0.4714285714285714,0.0,0.0,0.0,24.4,17.8,20.557142857142857,12.2,6.1,10.785714285714286
596,New York,201621,2.2,0.9,1.6285714285714286,4.6,0.0,0.7285714285714285,0.0,0.0,0.0,33.3,22.8,29.457142857142856,22.8,13.3,18.571428571428573
597,New York,201622,2.7,0.6,1.542857142857143,41.9,0.0,10.885714285714286,0.0,0.0,0.0,29.4,21.1,26.02857142857143,21.7,16.7,18.814285714285713
598,New York,201623,4.0,1.5,2.814285714285714,11.4,0.0,1.6285714285714286,0.0,0.0,0.0,31.1,19.4,26.17142857142857,18.3,11.1,15.0
599,New York,201624,3.3,0.8,1.6714285714285713,5.6,0.0,0.7999999999999999,0.0,0.0,0.0,31.1,23.3,27.057142857142857,18.9,13.9,16.5
600,New York,201625,2.8,0.9,1.6857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,30.6,28.3,29.614285714285717,22.2,17.8,19.599999999999998
601,New York,201626,2.4,1.0,1.6285714285714286,21.1,0.0,5.114285714285715,0.0,0.0,0.0,29.4,24.4,26.642857142857142,20.0,17.2,18.87142857142857
